usage	3kinghenryvi@3345, twelfthnight@797, winterstale@4031, winterstale@1482, 1kinghenryiv@3765, troilusandcressida@3672, kinglear@2105, cymbeline@3290, kingjohn@2947, titusandronicus@434, 1kinghenryvi@3732
usance	glossary@2243, merchantofvenice@554, merchantofvenice@676
usances	merchantofvenice@641
use	merchantofvenice@2848, merchantofvenice@3099, merchantofvenice@3256, merchantofvenice@2833, merchantofvenice@1086, merchantofvenice@646, merchantofvenice@593, merchantofvenice@2382, merchantofvenice@2535, merchantofvenice@831, merchantofvenice@2825, troilusandcressida@3680, troilusandcressida@4795, troilusandcressida@3587, troilusandcressida@2761, troilusandcressida@3675, troilusandcressida@5167, troilusandcressida@2878, troilusandcressida@345, troilusandcressida@1327, twelfthnight@554, twelfthnight@3546, twelfthnight@3208, twelfthnight@1510, twelfthnight@2033, allswellthatendswell@1460, allswellthatendswell@348, allswellthatendswell@3610, allswellthatendswell@3517, allswellthatendswell@1349, allswellthatendswell@941, allswellthatendswell@1381, allswellthatendswell@3824, allswellthatendswell@149, allswellthatendswell@3912, allswellthatendswell@3840, twogentlemenofverona@3147, twogentlemenofverona@1893, twogentlemenofverona@3345, twogentlemenofverona@1701, twogentlemenofverona@1396, twogentlemenofverona@1209, twogentlemenofverona@3366, twogentlemenofverona@1427, kingrichardiii@2706, kingrichardiii@1253, kingrichardiii@5612, kingrichardiii@4473, kingrichardiii@5193, kingrichardiii@3803, rapeoflucrece@141, rapeoflucrece@2109, rapeoflucrece@1057, sonnets@43, sonnets@75, sonnets@820, sonnets@1363, sonnets@1645, sonnets@2288, sonnets@1330, sonnets@354, sonnets@1398, sonnets@2367, sonnets@2273, sonnets@107, sonnets@360, 2kinghenryiv@4063, 2kinghenryiv@3595, 2kinghenryiv@3466, 2kinghenryiv@4875, 2kinghenryiv@2739, 2kinghenryiv@2492, 2kinghenryiv@4062, 2kinghenryiv@1429, 2kinghenryiv@803, 2kinghenryiv@2998, 2kinghenryiv@4311, 2kinghenryiv@4268, 2kinghenryiv@1275, various@199, various@537, 3kinghenryvi@935, 3kinghenryvi@4347, 3kinghenryvi@2389, 3kinghenryvi@3221, 3kinghenryvi@1370, 3kinghenryvi@233, 3kinghenryvi@3794, 3kinghenryvi@3219, 3kinghenryvi@2632, 3kinghenryvi@2393, romeoandjuliet@2563, romeoandjuliet@4346, romeoandjuliet@1983, romeoandjuliet@1985, romeoandjuliet@2835, romeoandjuliet@1124, romeoandjuliet@1227, romeoandjuliet@3403, romeoandjuliet@4225, romeoandjuliet@1049, romeoandjuliet@2382, romeoandjuliet@3357, romeoandjuliet@1638, romeoandjuliet@2952, coriolanus@4758, coriolanus@3324, coriolanus@360, coriolanus@3248, coriolanus@4228, coriolanus@5039, coriolanus@2123, coriolanus@5788, othello@2783, othello@4724, othello@3875, othello@758, othello@1289, othello@4477, othello@909, timonofathens@602, timonofathens@2733, timonofathens@1572, timonofathens@2098, timonofathens@1744, timonofathens@745, timonofathens@1705, timonofathens@1571, timonofathens@759, timonofathens@3043, timonofathens@3448, timonofathens@3921, timonofathens@2909, timonofathens@1676, timonofathens@3728, timonofathens@1430, timonofathens@3967, timonofathens@1547, timonofathens@3639, timonofathens@1411, timonofathens@1696, timonofathens@2735, timonofathens@1444, midsummersnightsdream@1502, midsummersnightsdream@2963, midsummersnightsdream@812, midsummersnightsdream@817, midsummersnightsdream@1643, venusandadonis@219, venusandadonis@628, venusandadonis@925, venusandadonis@178, 1kinghenryiv@2848, 1kinghenryiv@540, 1kinghenryiv@2688, 1kinghenryiv@2441, 1kinghenryiv@188, 1kinghenryiv@3221, winterstale@3435, winterstale@965, winterstale@1250, winterstale@1645, winterstale@982, winterstale@2213, winterstale@2001, winterstale@2833, macbeth@225, macbeth@469, macbeth@2209, macbeth@455, macbeth@987, macbeth@3593, loveslabourslost@2528, loveslabourslost@291, juliuscaesar@2755, juliuscaesar@1458, juliuscaesar@579, juliuscaesar@135, juliuscaesar@3121, juliuscaesar@2152, juliuscaesar@2959, juliuscaesar@4099, juliuscaesar@345, juliuscaesar@768, kinghenryv@616, kinghenryv@3137, kinghenryv@1622, kinghenryv@2145, kinghenryv@2407, kinghenryv@1063, kinghenryv@4419, kinghenryv@1846, kinghenryv@2405, kinghenryv@1751, kinghenryv@1752, merrywivesofwindsor@1671, merrywivesofwindsor@4334, merrywivesofwindsor@3213, merrywivesofwindsor@3544, merrywivesofwindsor@2014, merrywivesofwindsor@4201, merrywivesofwindsor@2524, merrywivesofwindsor@2132, merrywivesofwindsor@2300, merrywivesofwindsor@1626, merrywivesofwindsor@989, tempest@972, tempest@1265, tempest@2277, tempest@1300, tempest@2497, tempest@2979, tempest@1263, tempest@112, tempest@2322, asyoulikeit@4102, asyoulikeit@3169, asyoulikeit@1111, asyoulikeit@265, hamlet@289, hamlet@3350, hamlet@5545, hamlet@5385, hamlet@2754, hamlet@1616, hamlet@1752, hamlet@2354, hamlet@5697, hamlet@2356, hamlet@4244, hamlet@2092, hamlet@1755, hamlet@2358, hamlet@3763, hamlet@3758, glossary@1446, glossary@525, glossary@215, glossary@309, glossary@2244, 1kinghenryvi@714, 1kinghenryvi@4081, 1kinghenryvi@660, 1kinghenryvi@690, kinglear@2779, kinglear@1081, kinglear@3779, kinglear@1763, kinglear@1207, kinglear@1717, kinglear@4409, kinglear@4365, kinglear@4873, kinglear@1724, kinglear@4401, kinglear@470, kinglear@1945, kinglear@5395, kinglear@5011, kinglear@1446, muchadoaboutnothing@912, muchadoaboutnothing@3337, muchadoaboutnothing@2984, muchadoaboutnothing@3660, muchadoaboutnothing@600, muchadoaboutnothing@602, muchadoaboutnothing@602, muchadoaboutnothing@1043, muchadoaboutnothing@538, kingrichardii@658, kingrichardii@2264, kingrichardii@294, titusandronicus@2379, titusandronicus@1268, titusandronicus@1682, titusandronicus@1819, titusandronicus@3005, titusandronicus@427, antonyandcleopatra@652, antonyandcleopatra@1713, antonyandcleopatra@2141, antonyandcleopatra@1102, antonyandcleopatra@2852, antonyandcleopatra@2556, antonyandcleopatra@5364, antonyandcleopatra@5701, periclesprinceoftyre@682, periclesprinceoftyre@3090, periclesprinceoftyre@118, periclesprinceoftyre@2968, periclesprinceoftyre@3353, periclesprinceoftyre@1790, periclesprinceoftyre@2775, kingjohn@2507, kingjohn@1732, kingjohn@2168, kingjohn@2261, kingjohn@2934, kingjohn@2241, kingjohn@3350, kinghenryviii@3082, kinghenryviii@3618, kinghenryviii@1583, kinghenryviii@3129, kinghenryviii@2474, kinghenryviii@4359, kinghenryviii@3970, 2kinghenryvi@3387, 2kinghenryvi@4340, 2kinghenryvi@2064, 2kinghenryvi@3390, 2kinghenryvi@1868, tamingoftheshrew@3185, tamingoftheshrew@915, tamingoftheshrew@1435, tamingoftheshrew@546, tamingoftheshrew@3193, tamingoftheshrew@828, tamingoftheshrew@585, tamingoftheshrew@3188, cymbeline@4688, cymbeline@2359, cymbeline@2880, cymbeline@4089, cymbeline@2168, cymbeline@3721, cymbeline@2964, cymbeline@4691, comedyoferrors@833, comedyoferrors@651, comedyoferrors@2431, comedyoferrors@641, comedyoferrors@1206, comedyoferrors@1574, comedyoferrors@2746, comedyoferrors@1338, measureforemeasure@2841, measureforemeasure@786, measureforemeasure@2405, measureforemeasure@2530, measureforemeasure@126, measureforemeasure@392, measureforemeasure@667, measureforemeasure@1345, measureforemeasure@1352, measureforemeasure@527, measureforemeasure@2795
used	measureforemeasure@2967, rapeoflucrece@1437, twelfthnight@2606, twelfthnight@3875, merchantofvenice@1870, troilusandcressida@2810, troilusandcressida@2812, kingrichardiii@5449, kingrichardiii@4714, allswellthatendswell@444, allswellthatendswell@1079, twogentlemenofverona@3148, twogentlemenofverona@1577, othello@2028, othello@4902, othello@1528, othello@750, othello@4095, othello@650, various@102, various@299, sonnets@2472, sonnets@1408, sonnets@82, sonnets@1630, 2kinghenryiv@2489, 2kinghenryiv@4310, coriolanus@3708, coriolanus@3019, coriolanus@2413, coriolanus@2771, coriolanus@3487, coriolanus@3702, coriolanus@1354, 3kinghenryvi@1915, 3kinghenryvi@1331, tempest@727, loveslabourslost@1172, midsummersnightsdream@817, macbeth@565, macbeth@885, 1kinghenryiv@290, 1kinghenryiv@292, 1kinghenryiv@528, 1kinghenryiv@3755, winterstale@2560, winterstale@3879, juliuscaesar@2814, kinghenryv@2146, kinghenryv@3669, comedyoferrors@2455, titusandronicus@2794, titusandronicus@3445, 1kinghenryvi@210, 1kinghenryvi@1720, 1kinghenryvi@4164, 1kinghenryvi@1735, hamlet@2349, hamlet@1679, glossary@999, glossary@1627, glossary@1457, glossary@202, glossary@793, glossary@1389, glossary@154, glossary@399, glossary@2402, glossary@1543, glossary@152, glossary@1250, glossary@628, glossary@723, glossary@1050, glossary@1362, glossary@817, glossary@1319, glossary@360, glossary@1025, glossary@454, glossary@1170, glossary@971, glossary@1789, glossary@2317, glossary@104, glossary@1959, glossary@1660, glossary@1173, glossary@308, glossary@705, glossary@774, glossary@1432, kinglear@1138, kinglear@836, kinglear@2757, muchadoaboutnothing@3584, cymbeline@1087, kingjohn@2248, kingjohn@3242, antonyandcleopatra@3167, antonyandcleopatra@2147, periclesprinceoftyre@2463, periclesprinceoftyre@942, periclesprinceoftyre@398, kinghenryviii@3711, kinghenryviii@803, kinghenryviii@2477, kinghenryviii@188, 2kinghenryvi@1893, 2kinghenryvi@3188, 2kinghenryvi@1890, 2kinghenryvi@1887, 2kinghenryvi@3821
useful	antonyandcleopatra@4882, kingjohn@3131
useless	rapeoflucrece@1053, tempest@2967, glossary@217
user	sonnets@165, kinghenryv@1948
uses	glossary@1907, 2kinghenryiv@4372, 2kinghenryiv@1120, timonofathens@1068, asyoulikeit@3948, asyoulikeit@954, troilusandcressida@4368, twelfthnight@1681, twelfthnight@1784, twelfthnight@2674, allswellthatendswell@348, allswellthatendswell@1883, othello@2697, othello@4480, kingjohn@2264, hamlet@2799, hamlet@536, hamlet@5242
usest	twelfthnight@2691, 2kinghenryiv@1423, romeoandjuliet@2952, 3kinghenryvi@4389, sonnets@687
useth	othello@1289, juliuscaesar@2819, 1kinghenryiv@3757, 1kinghenryvi@1919
usher	coriolanus@667, antonyandcleopatra@2961, kinghenryviii@3452, kinghenryviii@1909, kinghenryviii@52, kinghenryviii@3119
ushered	kinghenryviii@1088, kinghenryviii@523, loveslabourslost@3421
ushering	loveslabourslost@3407
ushers	sonnets@2251, coriolanus@1677
using	coriolanus@4764, measureforemeasure@2813, 1kinghenryvi@1189, 2kinghenryiv@890, macbeth@1819, 3kinghenryvi@3414, 3kinghenryvi@2935, kingjohn@1781
usual	kinghenryviii@691, merchantofvenice@2824, hamlet@1451, midsummersnightsdream@2553, 3kinghenryvi@3350, tamingoftheshrew@1909
usually	macbeth@1921, 2kinghenryvi@3824
usurer	timonofathens@2780, timonofathens@1292, romeoandjuliet@2951, merchantofvenice@1872, 1kinghenryvi@1878, winterstale@2895, winterstale@2904, sonnets@2288, sonnets@75, kinglear@4366, muchadoaboutnothing@931
usurers	timonofathens@1230, timonofathens@1282, timonofathens@1288, coriolanus@205, kinglear@2752
usuries	measureforemeasure@2240, cymbeline@2406
usuring	timonofathens@2230, timonofathens@3361
usurp	2kinghenryvi@442, twelfthnight@3789, twelfthnight@812, twelfthnight@814, kinghenryv@414, hamlet@3138, hamlet@185, kingjohn@594, kingjohn@1413, kingjohn@679, kingrichardiii@4673, kingrichardiii@4666, kingrichardiii@4295, kingrichardiii@4294, kingrichardiii@4196, kingrichardiii@1003, asyoulikeit@974, kinglear@5506, venusandadonis@956, 1kinghenryvi@2695, 1kinghenryvi@4167, measureforemeasure@2361, titusandronicus@1940, 3kinghenryvi@605, 3kinghenryvi@4527, 3kinghenryvi@4240, 3kinghenryvi@4323, 3kinghenryvi@2593, 3kinghenryvi@1313, kingrichardii@3813, kingrichardii@2314, kingrichardii@2974, tempest@907, tamingoftheshrew@271, periclesprinceoftyre@2029
usurpation	kingjohn@461, 2kinghenryiv@293, 1kinghenryvi@1760
usurped	kinghenryv@388, kingrichardiii@5731, othello@978, kingrichardii@3182
usurper	kingjohn@598, kinghenryviii@785, 2kinghenryvi@897, 2kinghenryvi@674, 2kinghenryvi@3635, kinghenryv@397, asyoulikeit@8, macbeth@3848, 3kinghenryvi@296
usurpers	3kinghenryvi@2586, asyoulikeit@1011
usurping	asyoulikeit@697, kingjohn@1286, kingjohn@596, kingjohn@600, kingrichardiii@5066, kingrichardiii@5282, loveslabourslost@2457, kingrichardii@1949, 1kinghenryvi@644, allswellthatendswell@3245, kinghenryviii@1360, 3kinghenryvi@379, 3kinghenryvi@1513, 3kinghenryvi@247, comedyoferrors@871, tempest@12
usurpingly	kingjohn@96
usurps	venusandadonis@718, kinglear@3762, 3kinghenryvi@2522, 3kinghenryvi@3660, 3kinghenryvi@159
usury	timonofathens@2214, glossary@2243, loverscomplaint@48, coriolanus@204, sonnets@107
ut	loveslabourslost@1969, tamingoftheshrew@2004
utensil	twelfthnight@892
utensils	tempest@2147
utility	kinghenryv@4303
utis	glossary@2245, 2kinghenryiv@1624
utmost	2kinghenryiv@899, kinghenryv@1451, sonnets@837, allswellthatendswell@2652, kingrichardiii@5125, periclesprinceoftyre@3354, kingjohn@1732, kingjohn@484, juliuscaesar@3244, muchadoaboutnothing@3287, glossary@1037, coriolanus@3153, coriolanus@5047, coriolanus@489, kinghenryviii@4347, kinghenryviii@2474, 1kinghenryiv@3190, othello@5268, othello@3998, measureforemeasure@774, comedyoferrors@1543
utter	comedyoferrors@104, juliuscaesar@2112, allswellthatendswell@4287, 2kinghenryiv@4585, 2kinghenryiv@4548, cymbeline@4966, rapeoflucrece@1301, 3kinghenryvi@3009, 3kinghenryvi@515, twogentlemenofverona@1750, hamlet@3735, hamlet@1594, kingjohn@1897, 1kinghenryvi@4117, 1kinghenryvi@4229, merchantofvenice@1596, tempest@1700, romeoandjuliet@3338, measureforemeasure@3681, measureforemeasure@1968, 1kinghenryiv@1778, 1kinghenryiv@1391, 1kinghenryiv@2856, glossary@2247, muchadoaboutnothing@2167, muchadoaboutnothing@3496, muchadoaboutnothing@2678, muchadoaboutnothing@2555, kinghenryviii@4591, kinghenryviii@695, kinghenryviii@740, kinghenryviii@2140, titusandronicus@3492, titusandronicus@3419, titusandronicus@3620, coriolanus@2016, coriolanus@1527, othello@2513, loveslabourslost@3705, loveslabourslost@842, winterstale@800, winterstale@320, winterstale@2997, winterstale@751, kinglear@1377, antonyandcleopatra@1334, antonyandcleopatra@419, midsummersnightsdream@2487
utterance	juliuscaesar@2523, juliuscaesar@2148, cymbeline@2189, kingjohn@2236, hamlet@3296, kingrichardii@2360, romeoandjuliet@1400, macbeth@1674, glossary@2248, titusandronicus@3622, coriolanus@4811, winterstale@108
uttered	kinghenryv@2161, kingjohn@3617, juliuscaesar@560, coriolanus@5006, romeoandjuliet@2518, 1kinghenryiv@203, muchadoaboutnothing@3813, muchadoaboutnothing@346
uttereth	tamingoftheshrew@1528
uttering	midsummersnightsdream@744, sonnets@1178, rapeoflucrece@2145, antonyandcleopatra@1716
utterly	antonyandcleopatra@1490, 2kinghenryiv@3968, 2kinghenryvi@2027, 1kinghenryvi@325, merrywivesofwindsor@3195, periclesprinceoftyre@1838, 1kinghenryiv@2075, kinghenryviii@2029, kinghenryviii@2459
uttermost	tamingoftheshrew@3072, troilusandcressida@3900, kinghenryv@2085, merchantofvenice@297, merchantofvenice@270, juliuscaesar@1234, juliuscaesar@1232, othello@3308
utters	twelfthnight@1362, troilusandcressida@1365, winterstale@2799, rapeoflucrece@2040, romeoandjuliet@4201, loveslabourslost@3395
v	loveslabourslost@2621, loveslabourslost@2854, troilusandcressida@5033, troilusandcressida@5322, troilusandcressida@3729, troilusandcressida@5205, troilusandcressida@5358, troilusandcressida@4751, troilusandcressida@5119, troilusandcressida@4379, troilusandcressida@4959, troilusandcressida@4200, troilusandcressida@5263, troilusandcressida@5029, kinghenryv@306, kinghenryv@4089, kinghenryv@2902, kinghenryv@1964, kinghenryv@3043, kinghenryv@4030, kinghenryv@3034, kinghenryv@155, kinghenryv@4361, kinghenryv@1469, kinghenryv@3251, kinghenryv@1022, kinghenryv@4406, kinghenryv@471, kinghenryv@416, kinghenryv@3835, kinghenryv@4457, kinghenryv@3247, kinghenryv@4551, kinghenryv@3743, kinghenryv@3256, kinghenryv@3964, kinghenryv@1778, kinghenryv@3748, kinghenryv@4016, kinghenryv@3922, kinghenryv@3334, kinghenryv@3957, kinghenryv@4507, kinghenryv@4478, kinghenryv@108, kinghenryv@4714, kinghenryv@3735, kinghenryv@4027, kinghenryv@962, kinghenryv@2923, kinghenryv@3809, kinghenryv@3697, kinghenryv@1791, kinghenryv@4670, kinghenryv@3890, kinghenryv@4387, kinghenryv@2662, kinghenryv@2804, kinghenryv@4353, kinghenryv@1135, kinghenryv@4614, kinghenryv@2613, kinghenryv@3558, kinghenryv@4556, kinghenryv@2887, kinghenryv@2756, kinghenryv@2785, kinghenryv@4011, kinghenryv@4269, kinghenryv@3522, kinghenryv@3757, kinghenryv@4642, kinghenryv@3728, kinghenryv@2625, kinghenryv@2063, kinghenryv@4381, kinghenryv@2671, kinghenryv@4319, kinghenryv@2927, kinghenryv@1577, kinghenryv@4593, kinghenryv@4497, kinghenryv@2917, kinghenryv@3763, kinghenryv@2771, kinghenryv@4634, kinghenryv@3457, kinghenryv@4375, kinghenryv@952, kinghenryv@2677, kinghenryv@3464, kinghenryv@2682, kinghenryv@3574, kinghenryv@3815, kinghenryv@651, kinghenryv@4646, kinghenryv@462, kinghenryv@4393, kinghenryv@4329, kinghenryv@4703, kinghenryv@3805, kinghenryv@3190, kinghenryv@2686, kinghenryv@4368, kinghenryv@949, kinghenryv@4628, kinghenryv@3720, kinghenryv@1043, kinghenryv@2307, kinghenryv@2811, kinghenryv@4339, kinghenryv@2690, kinghenryv@1537, kinghenryv@3953, kinghenryv@4233, kinghenryv@977, kinghenryv@3702, kinghenryv@2297, kinghenryv@3326, kinghenryv@4246, kinghenryv@3653, kinghenryv@4448, kinghenryv@4543, kinghenryv@2647, kinghenryv@1004, kinghenryv@4230, kinghenryv@4561, kinghenryv@3909, kinghenryv@3671, kinghenryv@1971, kinghenryv@326, kinghenryv@6, kinghenryv@669, kinghenryv@3012, kinghenryv@2775, kinghenryv@4652, kinghenryv@4538, kinghenryv@2907, kinghenryv@4619, kinghenryv@3917, kinghenryv@1857, kinghenryv@4570, kinghenryv@2911, kinghenryv@3932, kinghenryv@607, kinghenryv@3690, kinghenryv@4003, kinghenryv@1524, kinghenryv@555, kinghenryv@2698, kinghenryv@2262, kinghenryv@583, kinghenryv@2258, kinghenryv@3004, kinghenryv@996, kinghenryv@2702, kinghenryv@3145, kinghenryv@921, kinghenryv@603, kinghenryv@3774, kinghenryv@3791, kinghenryv@2706, kinghenryv@317, kinghenryv@3710, kinghenryv@0, kinghenryv@2935, kinghenryv@1273, kinghenryv@3510, kinghenryv@2711, kinghenryv@4565, kinghenryv@2780, kinghenryv@728, kinghenryv@2235, kinghenryv@3785, kinghenryv@2231, kinghenryv@313, kinghenryv@296, kinghenryv@986, kinghenryv@3527, kinghenryv@4598, kinghenryv@2219, kinghenryv@2893, kinghenryv@2726, kinghenryv@3273, kinghenryv@4092, kinghenryv@2207, kinghenryv@4685, kinghenryv@3319, kinghenryv@309, kinghenryv@2720, kinghenryv@1843, kinghenryv@2839, kinghenryv@1172, kinghenryv@2543, kinghenryv@4471, kinghenryv@3778, kinghenryv@2716, kinghenryv@3277, kinghenryv@2196, kinghenryviii@3726, kinghenryviii@4109, kinghenryviii@4029, kinghenryviii@13, kinghenryviii@4404, kinghenryviii@4546, kinghenryviii@4542, allswellthatendswell@2365, allswellthatendswell@3873, allswellthatendswell@3793, allswellthatendswell@3642, allswellthatendswell@1834, allswellthatendswell@3969, asyoulikeit@3800, asyoulikeit@2614, asyoulikeit@3522, asyoulikeit@3411, asyoulikeit@1341, asyoulikeit@3728, comedyoferrors@2292, hamlet@1108, hamlet@5412, hamlet@4228, hamlet@4932, 3kinghenryvi@4255, 3kinghenryvi@4010, 3kinghenryvi@4137, 3kinghenryvi@3335, 3kinghenryvi@4259, 3kinghenryvi@4557, 3kinghenryvi@1668, 3kinghenryvi@3809, 3kinghenryvi@4421, 3kinghenryvi@4091, merrywivesofwindsor@2778, merrywivesofwindsor@4095, merrywivesofwindsor@4091, merrywivesofwindsor@4069, merrywivesofwindsor@3924, merrywivesofwindsor@3980, merrywivesofwindsor@3650, merrywivesofwindsor@4015, midsummersnightsdream@2499, kingjohn@3033, kingjohn@3395, kingjohn@3529, kingjohn@3302, kingjohn@3399, kingjohn@3259, kingjohn@2915, kingjohn@3444, tempest@2873, sonnets@84, various@76, muchadoaboutnothing@3628, muchadoaboutnothing@3778, muchadoaboutnothing@2425, muchadoaboutnothing@3148, muchadoaboutnothing@3841, twelfthnight@3416, twelfthnight@1636, twelfthnight@530, othello@4773, othello@4491, tamingoftheshrew@3813, tamingoftheshrew@3550, tamingoftheshrew@3424, kingrichardiii@4961, kingrichardiii@5050, kingrichardiii@5678, kingrichardiii@5719, kingrichardiii@4998, kingrichardiii@3106, kingrichardiii@5715, kingrichardiii@11, kingrichardiii@5097, twogentlemenofverona@3160, twogentlemenofverona@1441, twogentlemenofverona@3318, twogentlemenofverona@3196, twogentlemenofverona@3357, 1kinghenryvi@4206, 1kinghenryvi@3165, 1kinghenryvi@3475, 1kinghenryvi@3625, 1kinghenryvi@915, 1kinghenryvi@3574, 1kinghenryvi@3960, 1kinghenryvi@4210, 1kinghenryvi@1673, antonyandcleopatra@2837, antonyandcleopatra@1653, antonyandcleopatra@5187, antonyandcleopatra@4224, antonyandcleopatra@5332, antonyandcleopatra@880, timonofathens@3405, timonofathens@3812, timonofathens@2081, timonofathens@3768, timonofathens@3840, 2kinghenryvi@4755, 2kinghenryvi@4267, 2kinghenryvi@4595, 2kinghenryvi@3693, cymbeline@4724, cymbeline@4728, cymbeline@4282, cymbeline@4219, cymbeline@2764, cymbeline@805, cymbeline@4431, cymbeline@4168, cymbeline@2036, 2kinghenryiv@4604, 2kinghenryiv@4351, 2kinghenryiv@4784, 2kinghenryiv@4261, 2kinghenryiv@4671, 2kinghenryiv@3691, 2kinghenryiv@4014, 2kinghenryiv@4255, 2kinghenryiv@4150, 2kinghenryiv@4230, 2kinghenryiv@4667, 2kinghenryiv@4234, 2kinghenryiv@4298, 2kinghenryiv@13, 2kinghenryiv@4743, romeoandjuliet@977, romeoandjuliet@4105, romeoandjuliet@4235, romeoandjuliet@3885, romeoandjuliet@2081, romeoandjuliet@4294, romeoandjuliet@3086, winterstale@4163, winterstale@4401, winterstale@3790, juliuscaesar@3879, juliuscaesar@3680, juliuscaesar@3653, juliuscaesar@3447, juliuscaesar@3954, juliuscaesar@3950, measureforemeasure@3441, measureforemeasure@3519, 1kinghenryiv@4013, 1kinghenryiv@4400, 1kinghenryiv@3673, 1kinghenryiv@3863, 1kinghenryiv@4404, 1kinghenryiv@4130, periclesprinceoftyre@3665, periclesprinceoftyre@3175, periclesprinceoftyre@3703, periclesprinceoftyre@1499, periclesprinceoftyre@2848, periclesprinceoftyre@3213, kingrichardii@3878, kingrichardii@3241, kingrichardii@3099, kingrichardii@3704, kingrichardii@3708, kingrichardii@3440, kingrichardii@3670, coriolanus@5432, coriolanus@5136, coriolanus@4957, coriolanus@5551, coriolanus@5579, coriolanus@4062, coriolanus@5555, coriolanus@4829, coriolanus@927, titusandronicus@2951, titusandronicus@3469, titusandronicus@3179, macbeth@3301, macbeth@3366, macbeth@3538, macbeth@3667, macbeth@3542, macbeth@2224, macbeth@3174, macbeth@3744, macbeth@3482, macbeth@3635, macbeth@599, kinglear@1421, kinglear@4749, kinglear@4890, kinglear@3105, kinglear@4046, kinglear@4934, merchantofvenice@3434, merchantofvenice@1245, merchantofvenice@2595
va	kinghenryv@2675
vacancy	hamlet@3696, twelfthnight@3554, antonyandcleopatra@1465, antonyandcleopatra@787
vacant	sonnets@1313, kinghenryviii@3941, kingjohn@1961, muchadoaboutnothing@459, kinghenryv@2982, timonofathens@3638
vacation	asyoulikeit@2233
vade	glossary@2251
vaded	various@176, various@175, various@234, various@231
vadeth	various@227
vagabond	allswellthatendswell@1661, antonyandcleopatra@813, coriolanus@3604, kingrichardii@1732
vagabonds	kingrichardiii@5622
vagram	merrywivesofwindsor@1928
vagrom	muchadoaboutnothing@2057
vail	troilusandcressida@5284, venusandadonis@1145, glossary@2252, tamingoftheshrew@4120, 1kinghenryvi@3676, coriolanus@2752, periclesprinceoftyre@1277, periclesprinceoftyre@2232, 2kinghenryiv@369, measureforemeasure@3562
vailed	hamlet@461
vailing	loveslabourslost@3360, merchantofvenice@108, glossary@2253
vaillant	kinghenryv@3424
vails	periclesprinceoftyre@1060
vain	periclesprinceoftyre@3298, hamlet@319, measureforemeasure@2631, measureforemeasure@2631, measureforemeasure@2126, measureforemeasure@1582, measureforemeasure@648, twelfthnight@3300, troilusandcressida@3040, kingrichardii@2122, kingrichardii@973, kingrichardii@969, kingrichardii@2179, kingrichardii@1540, kingrichardii@3731, tempest@2585, comedyoferrors@1479, comedyoferrors@1227, 3kinghenryvi@1189, 3kinghenryvi@607, 3kinghenryvi@724, various@226, various@506, cymbeline@3277, midsummersnightsdream@676, midsummersnightsdream@671, loveslabourslost@281, loveslabourslost@4108, loveslabourslost@151, loveslabourslost@3170, loveslabourslost@153, loveslabourslost@3718, loveslabourslost@246, loveslabourslost@1874, loveslabourslost@153, loveslabourslost@3718, loveslabourslost@2643, kingrichardiii@1092, kingrichardiii@4267, 2kinghenryvi@2607, 2kinghenryvi@3136, 2kinghenryvi@1376, 2kinghenryvi@3151, twogentlemenofverona@2827, twogentlemenofverona@1951, allswellthatendswell@2332, allswellthatendswell@3057, allswellthatendswell@766, othello@3003, othello@5264, timonofathens@3595, timonofathens@3692, timonofathens@2155, timonofathens@1013, timonofathens@2157, timonofathens@326, timonofathens@3701, venusandadonis@930, venusandadonis@737, venusandadonis@929, kingjohn@1227, kinghenryviii@714, kinghenryviii@3049, kinghenryviii@2418, kinghenryv@232, kinghenryv@1814, kinghenryv@1315, 2kinghenryiv@1524, 2kinghenryiv@4752, 2kinghenryiv@3921, 1kinghenryvi@4081, winterstale@4625, winterstale@1012, romeoandjuliet@944, romeoandjuliet@876, romeoandjuliet@1306, coriolanus@4943, 1kinghenryiv@2672, 1kinghenryiv@1976, rapeoflucrece@1265, rapeoflucrece@1241, rapeoflucrece@1243, rapeoflucrece@1244, rapeoflucrece@1265, rapeoflucrece@1976, kinglear@299, kinglear@3812, kinglear@5459, titusandronicus@709, titusandronicus@1265, titusandronicus@1616, titusandronicus@1679, titusandronicus@1686, titusandronicus@725
vainer	tempest@458
vainly	kingjohn@770, sonnets@2351, sonnets@2511, various@10, loveslabourslost@247, timonofathens@3861, allswellthatendswell@4153, romeoandjuliet@4483, 2kinghenryiv@4002, kinghenryviii@622
vainness	glossary@2254, twelfthnight@2968, kinghenryv@4057
vais	merrywivesofwindsor@802
valance	tamingoftheshrew@1803
valanced	glossary@2255
valdes	periclesprinceoftyre@2424
vale	titusandronicus@1169, titusandronicus@3233, kinghenryviii@165, troilusandcressida@312, comedyoferrors@2479, cymbeline@3619, 2kinghenryvi@1243, othello@2690, loverscomplaint@5
valence	glossary@2255, 1kinghenryvi@3426
valenced	hamlet@2235
