11	10.1.115.106	1
11	10.1.115.114	1
11	10.1.116.146	1
11	10.1.12.137	1
11	10.1.120.14	19
11	10.1.123.207	1
11	10.1.131.59	1
11	10.1.133.149	1
11	10.1.138.236	1
11	10.1.14.196	1
11	10.1.141.120	2
11	10.1.143.54	2
11	10.1.144.192	1
11	10.1.15.51	1
11	10.1.161.229	1
11	10.1.165.151	4
11	10.1.166.220	1
11	10.1.166.60	26
11	10.1.168.178	2
11	10.1.169.129	2
11	10.1.174.193	17
11	10.1.174.78	1
11	10.1.175.163	1
11	10.1.175.44	1
11	10.1.181.142	411
11	10.1.182.228	1
11	10.1.186.28	3
11	10.1.186.5	3
11	10.1.187.149	1
11	10.1.192.117	1
11	10.1.193.38	1
11	10.1.195.194	1
11	10.1.204.33	2
11	10.1.209.239	4
11	10.1.213.245	1
11	10.1.215.16	2
11	10.1.216.178	1
11	10.1.218.134	5
11	10.1.218.224	1
11	10.1.221.140	1
11	10.1.221.21	1
11	10.1.222.40	2
11	10.1.224.59	1
11	10.1.224.75	1
11	10.1.234.222	2
11	10.1.239.209	16
11	10.1.243.48	1
11	10.1.244.125	1
11	10.1.247.72	1
11	10.1.249.185	46
11	10.1.26.131	345
11	10.1.31.173	1
11	10.1.39.153	1
11	10.1.42.238	3
11	10.1.43.132	1
11	10.1.44.11	1
11	10.1.47.145	1
11	10.1.47.148	1
11	10.1.48.13	2
11	10.1.56.132	22
11	10.1.6.187	1
11	10.1.6.32	8
11	10.1.60.63	1
11	10.1.64.145	1
11	10.1.69.6	33
11	10.1.69.61	4
11	10.1.71.125	1
11	10.1.74.210	1
11	10.1.76.24	2
11	10.1.78.155	1
11	10.1.79.249	1
11	10.1.82.146	1
11	10.1.83.42	1
11	10.1.85.125	1
11	10.1.94.212	11
11	10.1.94.71	2
11	10.1.95.107	1
11	10.1.96.173	3
11	10.10.10.63	26
11	10.10.114.237	1
11	10.10.118.234	16
11	10.10.125.39	21
11	10.10.126.5	16
11	10.10.127.193	524
11	10.10.131.205	1
11	10.10.135.194	16
11	10.10.137.81	1
11	10.10.140.59	1
11	10.10.150.137	2
11	10.10.150.40	1
11	10.10.152.247	2
11	10.10.16.136	2
11	10.10.164.129	23
11	10.10.166.154	1
11	10.10.166.39	1
11	10.10.166.46	1
11	10.10.174.56	16
11	10.10.176.239	13
11	10.10.177.240	1
11	10.10.182.103	1
11	10.10.188.46	1
11	10.10.190.176	1
11	10.10.190.96	1
11	10.10.191.71	1
11	10.10.20.60	1
11	10.10.203.82	1
11	10.10.206.113	1
11	10.10.210.128	1
11	10.10.211.84	18
11	10.10.215.135	3
11	10.10.217.184	200
11	10.10.223.14	1
11	10.10.224.119	2
11	10.10.224.122	2
11	10.10.229.111	5
11	10.10.229.150	3
11	10.10.231.137	8
11	10.10.231.60	2
11	10.10.234.197	1
11	10.10.236.25	1
11	10.10.237.20	1
11	10.10.237.72	1
11	10.10.242.13	1
11	10.10.242.131	1
11	10.10.244.181	1
11	10.10.244.90	3
11	10.10.246.189	1
11	10.10.246.190	1
11	10.10.250.75	1
11	10.10.28.109	1
11	10.10.30.45	11
11	10.10.37.35	3
11	10.10.43.21	1
11	10.10.44.174	2
11	10.10.49.229	22
11	10.10.50.16	1
11	10.10.55.178	3
11	10.10.67.232	67
11	10.10.73.33	1
11	10.10.75.154	11
11	10.10.77.134	1
11	10.10.81.176	2
11	10.10.84.103	1
11	10.10.89.16	1
11	10.10.91.231	1
11	10.10.92.179	2
11	10.10.93.105	16
11	10.10.94.147	19
11	10.10.99.65	1
11	10.100.102.178	1
11	10.100.106.103	2
11	10.100.107.105	1
11	10.100.107.232	3
11	10.100.110.97	1
11	10.100.113.106	22
11	10.100.114.143	1
11	10.100.116.245	4
11	10.100.120.48	1
11	10.100.122.226	2
11	10.100.122.3	2
11	10.100.129.21	20
11	10.100.134.177	1
11	10.100.143.104	1
11	10.100.144.29	1
11	10.100.15.245	1
11	10.100.154.116	21
11	10.100.154.192	1
11	10.100.157.45	3
11	10.100.163.109	9
11	10.100.17.174	48
11	10.100.171.112	1
11	10.100.171.159	1
11	10.100.173.225	1
11	10.100.175.30	1
11	10.100.180.103	23
11	10.100.180.34	2
11	10.100.183.226	1
11	10.100.187.105	3
11	10.100.187.47	1
11	10.100.188.43	1
11	10.100.189.116	1
11	10.100.189.20	2
11	10.100.189.249	1
11	10.100.19.199	3
11	10.100.191.25	18
11	10.100.192.117	1
11	10.100.196.108	3
11	10.100.197.137	1
11	10.100.20.226	1
11	10.100.20.38	2
11	10.100.202.247	4
11	10.100.203.105	7
11	10.100.206.49	1
11	10.100.210.50	1
11	10.100.226.113	1
11	10.100.228.107	1
11	10.100.23.109	1
11	10.100.235.14	7
11	10.100.237.151	1
11	10.100.246.104	16
11	10.100.246.223	1
11	10.100.247.183	1
11	10.100.28.71	18
11	10.100.3.177	4
11	10.100.31.92	2
11	10.100.33.204	1
11	10.100.38.195	4
11	10.100.38.220	1
11	10.100.40.77	1
11	10.100.43.229	1
11	10.100.51.222	1
11	10.100.56.175	1
11	10.100.58.118	18
11	10.100.69.183	1
11	10.100.72.36	9
11	10.100.78.191	1
11	10.100.82.145	16
11	10.100.83.37	40
11	10.100.85.53	14
11	10.100.90.75	4
11	10.100.93.93	2
11	10.100.95.10	1
11	10.100.96.236	1
11	10.100.96.78	1
11	10.101.102.46	1
11	10.101.107.101	1
11	10.101.111.165	1
11	10.101.116.215	1
11	10.101.117.175	2
11	10.101.121.220	20
11	10.101.125.85	1
11	10.101.136.204	2
11	10.101.137.13	2
11	10.101.137.21	3
11	10.101.138.250	5
11	10.101.150.150	1
11	10.101.150.33	1
11	10.101.159.159	1
11	10.101.159.220	26
11	10.101.162.128	1
11	10.101.162.51	1
11	10.101.165.173	1
11	10.101.166.98	1
11	10.101.167.12	1
11	10.101.17.82	19
11	10.101.179.170	1
11	10.101.179.231	1
11	10.101.186.103	13
11	10.101.195.72	3
11	10.101.196.214	3
11	10.101.198.119	1
11	10.101.198.245	1
11	10.101.199.33	9
11	10.101.205.120	7
11	10.101.209.111	1
11	10.101.209.152	2
11	10.101.21.216	1
11	10.101.217.152	1
11	10.101.218.206	2
11	10.101.241.70	1
11	10.101.242.164	4
11	10.101.246.213	1
11	10.101.247.159	12
11	10.101.249.17	1
11	10.101.249.9	3
11	10.101.27.84	1
11	10.101.3.246	6
11	10.101.34.9	1
11	10.101.4.216	1
11	10.101.44.134	1
11	10.101.46.200	4
11	10.101.48.79	1
11	10.101.49.97	1
11	10.101.52.74	32
11	10.101.62.203	1
11	10.101.71.53	4
11	10.101.73.175	1
11	10.101.73.182	2
11	10.101.77.95	1
11	10.101.98.195	3
11	10.102.100.83	1
11	10.102.108.209	1
11	10.102.110.101	2
11	10.102.110.203	7
11	10.102.117.79	1
11	10.102.121.65	1
11	10.102.126.202	201
11	10.102.127.40	1
11	10.102.128.218	1
11	10.102.130.149	20
11	10.102.130.50	1
11	10.102.132.198	9
11	10.102.137.166	1
11	10.102.137.20	1
11	10.102.14.13	1
11	10.102.14.71	1
11	10.102.141.137	155
11	10.102.146.141	1
